0,0.1,0.2,0.3,0.1,0.2,0.9,0.2,0.1,0.2,0.8,0.1,0.8,0.3,0.4,0.8,0.2,0.2,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.2,0.8,0.1,0.3,0.8,0.8,0.1,0.2,0.8,0.3,0.9,0.2,0.1,0.2,0.8
1,0.1,0.8,0.1,0.2,0.9,0.2,0.7,0.6,0.8,0.3,0.2,0.9,0.7,0.3,0.2,0.3,0.9,0.2,0.8,0.6,0.4,0.9,0.3,0.2,0.3,0.4,0.8,0.2,0.3,0.1,0.8,0.2,0.1,0.7,0.4,0.3,0.8,0.9,0.2,0.7
2,0.9,0.8,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.85,0.75,0.3,0.3,0.8,0.9,0.2,0.8,0.3,0.2,0.2,0.2,0.9,0.85,0.85,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.75,0.8,0.3,0.2,0.8,0.1,0.1,0.9
3,0.1,0.9,0.1,0.2,0.1,0.1,0.4,0.2,0.2,0.8,0.1,0.1,0.3,0.3,0.1,0.1,0.3,0.9,0.1,0.9,0.2,0.8,0.1,0.2,0.9,0.2,0.2,0.8,0.2,0.9,0.8,0.2,0.1,0.3,0.2,0.9,0.8,0.3,0.9,0.8
4,0.1,0.7,0.2,0.3,0.1,0.0,0.2,0.2,0.2,0.1,0.9,0.0,0.1,0.1,0.0,0.1,0.8,0.1,0.9,0.1,0.8,0.8,0.9,0.9,0.1,0.0,0.0,0.2,0.8,0.2,0.8,0.8,0.9,0.1,0.1,0.2,0.1,0.8,0.2,0.2
5,0.1,0.1,0.9,0.3,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0.1,0.4,0.9,0.3,0.9,0.3,0.9,0.2,0.1,0.9,0.2,0.3,0.8,0.1,0.2,0.3,0.4,0.9,0.8,0.2,0.3,0.1,0.9,0.3,0.2,0.3,0.4,0.9,0.3
6,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.1,0.1,0.1,0.05,0.05,0.1,0.1,0.05,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.1,0.1,0.9,0.9,0.05,0.05,0.1,0.05,0.05,0.1,0.1,0.9
7,0.1,0.2,0.9,0.3,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.8,0.1,0.2,0.8,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.8,0.1,0.7,0.2,0.3,0.1,0.2,0.3,0.2,0.1,0.2,0.1,0.2,0.9,0.3,0.7
8,0.8,0.2,0.1,0.3,0.1,0.2,0.9,0.7,0.3,0.2,0.1,0.2,0.9,0.85,0.75,0.3,0.4,0.8,0.1,0.2,0.1,0.2,0.9,0.3,0.2,0.2,0.2,0.2,0.7,0.6,0.2,0.3,0.2,0.3,0.8,0.2,0.1,0.3,0.2,0.8
9,0.8,0.2,0.1,0.9,0.1,0.2,0.3,0.4,0.3,0.1,0.9,0.2,0.8,0.1,0.2,0.1,0.8,0.7,0.9,0.2,0.1,0.2,0.7,0.9,0.8,0.3,0.9,0.7,0.8,0.7,0.8,0.3,0.2,0.3,0.1,0.2,0.1,0.3,0.4,0.3
10,0.1,0.1,0.1,0.1,0.2,0.9,0.1,0.2,0.8,0.2,0.2,0.9,0.3,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.3,0.2,0.8,0.2,0.1,0.2,0.8,0.2,0.1,0.2,0.2,0.1
11,0.1,0.9,0.3,0.2,0.3,0.2,0.2,0.9,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.9,0.8,0.9,0.3,0.3,0.8,0.2,0.3,0.2,0.9,0.8,0.8,0.8,0.3,0.8,0.9,0.1,0.2,0.8,0.8
12,0.1,0.05,0.8,0.9,0.2,0.05,0.1,0.2,0.3,0.1,0.85,0.9,0.2,0.3,0.4,0.1,0.8,0.2,0.3,0.1,0.2,0.15,0.75,0.05,0.95,0.1,0.3,0.15,0.2,0.85,0.2,0.9,0.3,0.85,0.4,0.15,0.2,0.1,0.3,0.8
13,0.2,0.1,0.05,0.05,0.2,0.8,0.1,0.1,0.4,0.1,0.2,0.1,0.3,0.05,0.05,0.05,0.7,0.05,0.05,0.05,0.2,0.15,0.05,0.15,0.9,0.8,0.05,0.8,0.1,0.05,0.05,0.8,0.2,0.1,0.9,0.8,0.15,0.1,0.7,0.2
14,0.1,0.2,0.1,0.2,0.3,0.8,0.9,0.4,0.7,0.3,0.2,0.3,0.2,0.7,0.4,0.2,0.1,0.2,0.3,0.2,0.8,0.6,0.4,0.8,0.3,0.9,0.9,0.2,0.3,0.3,0.8,0.4,0.2,0.3,0.2,0.8,0.3,0.2,0.1,0.3
15,0.1,0.2,0.1,0.2,0.9,0.9,0.2,0.1,0.1,0.9,0.1,0.1,0.9,0.2,0.2,0.3,0.1,0.9,0.1,0.3,0.2,0.8,0.2,0.8,0.9,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.9,0.2,0.1,0.8,0.2,0.3,0.2,0.2
16,0.2,0.1,0.1,0.9,0.3,0.7,0.4,0.8,0.9,0.8,0.3,0.9,0.4,0.7,0.8,0.2,0.3,0.1,0.4,0.2,0.3,0.6,0.2,0.3,0.7,0.4,0.1,0.3,0.4,0.8,0.3,0.2,0.3,0.7,0.8,0.8,0.9,0.3,0.9,0.2
17,0.1,0.2,0.9,0.1,0.8,0.3,0.9,0.9,0.2,0.3,0.2,0.4,0.9,0.2,0.8,0.3,0.1,0.4,0.9,0.2,0.2,0.3,0.2,0.3,0.3,0.2,0.9,0.3,0.2,0.1,0.8,0.8,0.8,0.3,0.3,0.2,0.3,0.2,0.4,0.3
18,0.01,0.95,0.02,0.01,0.02,0.03,0.90,0.05,0.05,0.85,0.02,0.02,0.05,0.02,0.01,0.02,0.05,0.02,0.01,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.04,0.80,0.75,0.88,0.02,0.78,0.82,0.03,0.01,0.02,0.03,0.02,0.82,0.02
19,0.2,0.2,0.8,0.9,0.1,0.7,0.3,0.1,0.2,0.1,0.2,0.3,0.2,0.2,0.8,0.8,0.2,0.2,0.9,0.8,0.3,0.8,0.2,0.3,0.2,0.7,0.3,0.8,0.1,0.3,0.2,0.9,0.2,0.3,0.2,0.3,0.8,0.3,0.9,0.2
20,0.1,0.3,0.1,0.9,0.1,0.8,0.1,0.2,0.2,0.1,0.2,0.8,0.1,0.9,0.2,0.3,0.2,0.9,0.9,0.3,0.8,0.9,0.3,0.1,0.1,0.1,0.2,0.8,0.9,0.9,0.2,0.9,0.3,0.8,0.2,0.9,0.2,0.2,0.9,0.1
21,0.1,0.3,0.2,0.9,0.2,0.8,0.1,0.7,0.1,0.9,0.2,0.1,0.2,0.2,0.9,0.1,0.1,0.8,0.7,0.1,0.9,0.2,0.9,0.3,0.8,0.1,0.1,0.7,0.8,0.2,0.9,0.3,0.2,0.8,0.1,0.9,0.1,0.7,0.8,0.8
22,0.2,0.1,0.1,0.05,0.3,0.8,0.9,0.3,0.2,0.15,0.1,0.2,0.85,0.1,0.3,0.2,0.1,0.25,0.1,0.4,0.3,0.2,0.9,0.35,0.1,0.8,0.9,0.3,0.15,0.25,0.1,0.1,0.85,0.9,0.8,0.9,0.8,0.85,0.4,0.2
23,0.2,0.3,0.8,0.9,0.2,0.1,0.4,0.7,0.6,0.3,0.2,0.4,0.8,0.3,0.7,0.1,0.9,0.2,0.4,0.8,0.2,0.9,0.3,0.2,0.1,0.8,0.2,0.2,0.2,0.3,0.4,0.9,0.8,0.7,0.2,0.8,0.3,0.1,0.3,0.8
24,0.1,0.9,0.1,0.9,0.2,0.2,0.2,0.9,0.1,0.9,0.1,0.1,0.3,0.2,0.3,0.8,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.9,0.3,0.9,0.8,0.2,0.2,0.9,0.2,0.3,0.3,0.3,0.8,0.2,0.3,0.3,0.9,0.9
25,0.1,0.2,0.1,0.1,0.2,0.1,0.3,0.9,0.2,0.95,0.3,0.3,0.3,0.85,0.9,0.8,0.2,0.9,0.2,0.1,0.85,0.8,0.1,0.8,0.2,0.2,0.3,0.9,0.1,0.95,0.1,0.8,0.1,0.95,0.1,0.8,0.2,0.3,0.9,0.1
26,0.1,0.1,0.3,0.4,0.8,0.1,0.2,0.7,0.4,0.2,0.1,0.3,0.3,0.4,0.3,0.3,0.2,0.3,0.2,0.9,0.2,0.1,0.3,0.8,0.3,0.4,0.2,0.8,0.7,0.3,0.2,0.1,0.3,0.2,0.3,0.4,0.9,0.3,0.2,0.1
27,0.1,0.3,0.7,0.2,0.1,0.8,0.2,0.4,0.9,0.8,0.2,0.3,0.4,0.2,0.2,0.4,0.3,0.3,0.3,0.2,0.8,0.3,0.1,0.4,0.7,0.2,0.3,0.2,0.1,0.7,0.4,0.3,0.9,0.3,0.4,0.3,0.2,0.8,0.3,0.2
28,0.1,0.9,0.2,0.4,0.8,0.3,0.7,0.9,0.8,0.2,0.7,0.1,0.3,0.2,0.6,0.2,0.3,0.2,0.8,0.1,0.3,0.7,0.2,0.2,0.3,0.9,0.8,0.2,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.8,0.2
29,0.05,0.05,0.9,0.8,0.7,0.05,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.05,0.8,0.05,0.7,0.7,0.05,0.05,0.05,0.05,0.05,0.05,0.9,0.05,0.9,0.05,0.7,0.05,0.05,0.9,0.05,0.05
30,0.1,0.1,0.1,0.2,0.1,0.9,0.9,0.1,0.2,0.1,0.1,0.3,0.2,0.8,0.2,0.9,0.9,0.1,0.2,0.9,0.2,0.2,0.9,0.3,0.2,0.1,0.8,0.1,0.2,0.2,0.2,0.2,0.9,0.2,0.9,0.8,0.1,0.2,0.2,0.9
